id,uri,rank,artist_names,artists_num,artist_individual,artist_id,artist_genre,artist_img,collab,track_name,release_date,album_num_tracks,album_cover,source,peak_rank,previous_rank,weeks_on_chart,streams,week,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,country,region,language,pivot
0,spotify:track:2gpQi3hbcUAcEG8m2dlgfB,1,Paulo Londra,1.0,Paulo Londra,spotify:artist:3vQ0GE3mI0dAaxIMYe5g7z,argentine hip hop,https://i.scdn.co/image/ab6761610000e5ebf796a976c5597baf6f7b786c,0,Plan A,2022-03-23,1.0,https://i.scdn.co/image/ab67616d0000b2737e1179e64539bedc938933ef,WEA Latina,1,1,4,3003411,2022-04-14,0.583,0.8340000000000001,0.0,1.0,-4.875,0.0444,0.0495,0.0,0.0658,0.557,173.935,178203.0,Argentina,South America,Spanish,0
1,spotify:track:2x8oBuYaObjqHqgGuIUZ0b,2,WOS,1.0,WOS,spotify:artist:5YCc6xS5Gpj3EkaYGdjyNK,argentine indie,https://i.scdn.co/image/ab6761610000e5eb75e1511f68e988110962dd9c,0,ARRANCARMELO,2022-04-06,1.0,https://i.scdn.co/image/ab67616d0000b273d8c9945c63f1806031dae6f0,DOGUITO Records / DALE PLAY Records,2,129,2,2512175,2022-04-14,0.654,0.354,5.0,1.0,-7.358,0.0738,0.7240000000000001,0.0,0.134,0.262,81.956,183547.0,Argentina,South America,Spanish,0
2,spotify:track:2SJZdZ5DLtlRosJ2xHJJJa,3,Paulo Londra,1.0,Paulo Londra,spotify:artist:3vQ0GE3mI0dAaxIMYe5g7z,argentine hip hop,https://i.scdn.co/image/ab6761610000e5ebf796a976c5597baf6f7b786c,0,Chance,2022-04-06,2.0,https://i.scdn.co/image/ab67616d0000b273274a28ec692ca28a73da1288,WEA Latina,3,59,2,2408983,2022-04-14,0.721,0.463,1.0,0.0,-9.483,0.0646,0.241,0.0,0.0929,0.21600000000000005,137.915,204003.0,Argentina,South America,Spanish,0
3,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,5,Cris Mj,1.0,Cris Mj,spotify:artist:1Yj5Xey7kTwvZla8sqdsdE,urbano chileno,https://i.scdn.co/image/ab6761610000e5eb8f4ebcf4a5d23a2515374f89,0,Una Noche en Medellín,2022-01-21,1.0,https://i.scdn.co/image/ab67616d0000b273697ed12671078b5dee48f0ad,Nabru Records LLC,5,5,8,2080139,2022-04-14,0.87,0.5479999999999999,10.0,0.0,-5.252999999999999,0.077,0.0924,4.6e-05,0.0534,0.8320000000000001,96.018,153750.0,Argentina,South America,Spanish,0
4,spotify:track:1TpZKxGnHp37ohJRszTSiq,6,Emilia,1.0,Emilia,spotify:artist:0AqlFI0tz2DsEoJlKSIiT9,pop argentino,https://i.scdn.co/image/ab6761610000e5ebaf96d1453d77d1d758c224bd,0,cuatro veinte,2022-03-24,1.0,https://i.scdn.co/image/ab67616d0000b273116b57ed14bc15d57eb838fa,Sony Music Latin,6,9,3,1923270,2022-04-14,0.7609999999999999,0.696,7.0,0.0,-3.817,0.0505,0.0811,6.25e-05,0.101,0.501,95.066,133895.0,Argentina,South America,Spanish,0
5,spotify:track:4LRPiXqCikLlN15c3yImP7,11,Harry Styles,1.0,Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,pop,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,0,As It Was,2022-03-31,1.0,https://i.scdn.co/image/ab67616d0000b273b46f74097655d7f353caab14,Columbia,6,6,2,1555631,2022-04-14,0.52,0.731,6.0,0.0,-5.337999999999999,0.0557,0.342,0.00101,0.311,0.662,173.93,167303.0,Argentina,South America,Spanish,0
6,spotify:track:3EcCc1U405tm8yKm1x6Y8W,17,La K'onga,1.0,La K'onga,spotify:artist:3ghRXw2nUEH2THaL82hw8R,cuarteto,https://i.scdn.co/image/ab6761610000e5eb951872d2fc5bc8de4d00cb26,0,Te Mentiría,2021-12-09,14.0,https://i.scdn.co/image/ab67616d0000b273fa17577af2ad7cd6636616f8,Leader Music,14,16,47,1272870,2022-04-14,0.6509999999999999,0.731,7.0,1.0,-6.8889999999999985,0.0549,0.116,0.0,0.0708,0.653,153.10399999999996,218431.0,Argentina,South America,Spanish,0
7,spotify:track:42Gzfqnfpk7Pp1ydM60eNn,20,Maria Becerra,1.0,Maria Becerra,spotify:artist:1DxLCyH42yaHKGK3cl5bvG,pop argentino,https://i.scdn.co/image/ab6761610000e5eb459b9d1006bd715a7e2d5663,0,Felices x Siempre,2022-02-22,1.0,https://i.scdn.co/image/ab67616d0000b2734d647b8989fa65faeeb841f6,300 Entertainment,11,15,8,1149499,2022-04-14,0.7709999999999999,0.467,5.0,0.0,-6.653,0.123,0.375,0.00974,0.112,0.256,100.089,199657.0,Argentina,South America,Spanish,0
8,spotify:track:3FkeNbs9Zeiqkr3WkbOiGp,23,Anitta,1.0,Anitta,spotify:artist:7FNnA9vBm6EKceENgCGRMb,funk pop,https://i.scdn.co/image/ab6761610000e5eb847940395e7b755f626ad139,0,Envolver,2022-04-12,15.0,https://i.scdn.co/image/ab67616d0000b27396e2642422ad16661e673fa2,Warner Records,13,17,6,1104997,2022-04-14,0.812,0.736,4.0,0.0,-5.421,0.0833,0.152,0.00254,0.0914,0.396,91.993,193806.0,Argentina,South America,Spanish,0
9,spotify:track:5Us3svqTvNAdnQfEYfoL5g,24,LIT killah,1.0,LIT killah,spotify:artist:1vqR17Iv8VFdzure1TAXEq,argentine hip hop,https://i.scdn.co/image/ab6761610000e5eb67d0ad198019f83fe131304b,0,La Trampa es Ley,2022-02-10,1.0,https://i.scdn.co/image/ab67616d0000b2735ef615c7cdc285d5fbd24003,WEA Latina,2,21,9,1076236,2022-04-14,0.596,0.71,6.0,1.0,-5.815,0.136,0.243,0.0,0.204,0.632,117.871,141864.0,Argentina,South America,Spanish,0
10,spotify:track:7onMf0QvWgRba2MRxG27yj,25,La K'onga,1.0,La K'onga,spotify:artist:3ghRXw2nUEH2THaL82hw8R,cuarteto,https://i.scdn.co/image/ab6761610000e5eb951872d2fc5bc8de4d00cb26,0,El Mismo Aire,2020-11-13,18.0,https://i.scdn.co/image/ab67616d0000b273cc4d3e2cc70f5a3934d61e1e,Leader Music bajo licencia de INTI-MOLE S.R.L.,16,25,70,1058521,2022-04-14,0.762,0.748,0.0,0.0,-6.273,0.0407,0.0746,0.0,0.128,0.8220000000000001,149.985,209415.0,Argentina,South America,Spanish,0
11,spotify:track:1UdzJEpgJxtuXAlCOvD4S0,26,Danny Ocean,1.0,Danny Ocean,spotify:artist:5H1nN1SzW0qNeUEZvuXjAj,latin,https://i.scdn.co/image/ab6761610000e5eb5f8bb457ee2815cc276ddb9d,0,Fuera del mercado,2022-02-17,16.0,https://i.scdn.co/image/ab67616d0000b273be462dd5903fb27996331b48,Atlantic Records,26,49,3,1029069,2022-04-14,0.453,0.6729999999999999,8.0,1.0,-5.649,0.14400000000000002,0.32,0.0,0.131,0.266,92.06,159849.0,Argentina,South America,Spanish,0
12,spotify:track:7JZ5mOTea5T4LH0UdwCsWx,27,Duki,1.0,Duki,spotify:artist:1bAftSH8umNcGZ0uyV7LMg,argentine hip hop,https://i.scdn.co/image/ab6761610000e5eb9b2ccf4bc212d36ae64ee41a,0,TOP 5,2021-11-25,7.0,https://i.scdn.co/image/ab67616d0000b273142334e67b095d6aa56655b9,DALE PLAY Records / SSJ Records,3,23,20,1004471,2022-04-14,0.853,0.8240000000000001,2.0,1.0,-3.384,0.214,0.0943,2.68e-05,0.11,0.693,100.05,146815.0,Argentina,South America,Spanish,0
13,spotify:track:3GaGWoU1KfVqgl7vnRHP55,32,C. Tangana,1.0,C. Tangana,spotify:artist:5TYxZTjIPqKM8K8NuP9woO,urbano espanol,https://i.scdn.co/image/ab6761610000e5ebdfb9d2cb6a43021d9002a10e,0,Demasiadas Mujeres,2021-02-26,14.0,https://i.scdn.co/image/ab67616d0000b273a408c78e231f716383a58eb3,Sony Music Entertainment,31,31,9,870219,2022-04-14,0.6579999999999999,0.453,9.0,0.0,-7.377999999999999,0.39,0.131,0.0002,0.0848,0.358,126.043,153960.0,Argentina,South America,Spanish,0
14,spotify:track:2cR9cH9ta7MStHBKs0aOcz,35,Salastkbron,1.0,Salastkbron,spotify:artist:3WMlRpW5JWuDI95TcEWt3r,pop argentino,https://i.scdn.co/image/ab6761610000e5eb5f3a466d7783b3130b87ab69,0,TITAN,2021-10-14,1.0,https://i.scdn.co/image/ab67616d0000b273a95aa3aaa76f83d4427625ee,WM Argentina,2,29,20,838194,2022-04-14,0.725,0.49,5.0,0.0,-9.487,0.187,0.341,0.0,0.0978,0.96,180.042,122137.0,Argentina,South America,Spanish,0
15,spotify:track:1PmKfNsHxPdMaHP496myD3,37,Salastkbron,1.0,Salastkbron,spotify:artist:3WMlRpW5JWuDI95TcEWt3r,pop argentino,https://i.scdn.co/image/ab6761610000e5eb5f3a466d7783b3130b87ab69,0,TURROMANTIKO,2022-01-12,1.0,https://i.scdn.co/image/ab67616d0000b273d334f2565a5b3b246c1f05e1,WM Argentina,28,33,11,819773,2022-04-14,0.795,0.58,7.0,1.0,-6.443,0.132,0.338,0.0,0.163,0.657,90.099,131000.0,Argentina,South America,Spanish,0
16,spotify:track:1kjs5eR4DMzyB0gm1Z8waV,38,Trueno,1.0,Trueno,spotify:artist:2x7PC78TmgqpEIjaGAZ0Oz,argentine hip hop,https://i.scdn.co/image/ab6761610000e5eb18af5b851999c50e3b7b1cb4,0,DANCE CRIP,2021-11-17,1.0,https://i.scdn.co/image/ab67616d0000b27369ef026d3963eebdcef570a1,©️ Ⓟ 2022 Sur Capital Records ™️ ( por Tierra Agencia SRL ),3,36,21,814714,2022-04-14,0.857,0.7659999999999999,0.0,1.0,-3.699,0.0978,0.108,0.0,0.0817,0.8640000000000001,106.024,165019.0,Argentina,South America,Spanish,0
17,spotify:track:6ylDpki1VpIsc525KC1ojF,39,Sebastian Yatra,1.0,Sebastian Yatra,spotify:artist:07YUOmWljBTXwIseAUd9TW,latin,https://i.scdn.co/image/ab6761610000e5eb28cc5ee1d7ba49cdc7dde27b,0,Tacones Rojos,2022-01-28,17.0,https://i.scdn.co/image/ab67616d0000b2739f6800546cfaaacb3fa4b145,UMLE - Latino,21,38,25,805602,2022-04-14,0.746,0.8440000000000001,11.0,0.0,-3.499,0.0359,0.062,0.0,0.149,0.934,123.014,189333.0,Argentina,South America,Spanish,0
18,spotify:track:1fKFxmSByZfjwVSbq0PHye,40,Ke Personajes,1.0,Ke Personajes,spotify:artist:06Q5VlSAku57lFzyME3HrM,0,https://i.scdn.co/image/ab6761610000e5eb062db075b1b0ef066cf3f39c,0,Si No Te Tengo / Ángel / Aquello Que Pasó,2021-08-17,1.0,https://i.scdn.co/image/ab67616d0000b27361d8f01f54a346681218e81f,Ke Personajes,29,37,31,803350,2022-04-14,0.419,0.711,11.0,0.0,-4.083,0.0488,0.0513,0.0,0.243,0.529,82.18,428439.0,Argentina,South America,Spanish,0
19,spotify:track:74aGIoQo8pokxzylUTw603,41,Tiago PZK,1.0,Tiago PZK,spotify:artist:5Y3MV9DZ0d87NnVm56qSY1,trap argentino,https://i.scdn.co/image/ab6761610000e5ebfa1929a26839ae468cf85f07,0,Hablando De Love,2022-03-17,1.0,https://i.scdn.co/image/ab67616d0000b273b0a748f7a623a17ccab4e311,WEA Latina,29,34,4,786293,2022-04-14,0.6579999999999999,0.892,7.0,0.0,-4.646,0.146,0.459,0.0,0.101,0.413,91.032,156090.0,Argentina,South America,Spanish,0
20,spotify:track:2rDZhKnPaPG054ExZ6nXUS,49,Ryan Castro,1.0,Ryan Castro,spotify:artist:7j6DKwmjbxvpQO8h914uEz,trap colombiano,https://i.scdn.co/image/ab6761610000e5eb489f4dcf59ce0444bf727529,0,Jordan,2021-04-30,1.0,https://i.scdn.co/image/ab67616d0000b273a60c2f9c4737c3319da3e5d4,King Records,49,54,8,643830,2022-04-14,0.7959999999999999,0.68,10.0,0.0,-5.555,0.37,0.0575,0.000683,0.103,0.71,179.923,176143.0,Argentina,South America,Spanish,0
21,spotify:track:2JPLbjOn0wPCngEot2STUS,58,Bad Bunny,1.0,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,latin,https://i.scdn.co/image/ab6761610000e5eb8ee9a6f54dcbd4bc95126b14,0,Yonaguni,2021-06-04,1.0,https://i.scdn.co/image/ab67616d0000b27364afd6879102d03460bd3ad9,Rimas Entertainment LLC,3,57,45,519093,2022-04-14,0.644,0.648,1.0,1.0,-4.601,0.118,0.276,0.0,0.135,0.44,179.951,206710.0,Argentina,South America,Spanish,0
22,spotify:track:5uHAzGa4d9j35DEbhUwGhi,64,WOS,1.0,WOS,spotify:artist:5YCc6xS5Gpj3EkaYGdjyNK,trap argentino,https://i.scdn.co/image/ab6761610000e5eb75e1511f68e988110962dd9c,0,MELÓN VINO,2019-10-04,7.0,https://i.scdn.co/image/ab67616d0000b2730464a4a2b1558725d9d97277,DOGUITO Records / DALE PLAY Records,7,111,107,461156,2022-04-14,0.62,0.741,4.0,1.0,-6.081,0.13699999999999998,0.531,2.92e-05,0.156,0.353,140.04,176395.0,Argentina,South America,Spanish,0
23,spotify:track:3rdAz1fbUfZxYgaCviYhRo,65,Rauw Alejandro,1.0,Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,trap latino,https://i.scdn.co/image/ab6761610000e5eb754fd19c86184acc854b79a6,0,Todo De Ti,2021-12-10,14.0,https://i.scdn.co/image/ab67616d0000b273d9525f27b0a9e25b1fa21230,Sony Music Latin/Duars Entertainment,1,68,47,442122,2022-04-14,0.78,0.7190000000000001,3.0,0.0,-3.613,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604.0,Argentina,South America,Spanish,0
24,spotify:track:4r9jkMEnArtWGH2rL2FZl0,66,Bad Bunny,1.0,Bad Bunny,spotify:artist:4q3ewBCX7sLwd24euuV69X,latin,https://i.scdn.co/image/ab6761610000e5eb8ee9a6f54dcbd4bc95126b14,0,A Tu Merced,2020-02-29,20.0,https://i.scdn.co/image/ab67616d0000b273548f7ec52da7313de0c5e4a0,Rimas Entertainment LLC,61,66,18,434258,2022-04-14,0.86,0.7909999999999999,0.0,1.0,-4.784,0.0568,0.16899999999999998,0.000106,0.106,0.887,92.023,175918.0,Argentina,South America,Spanish,0
25,spotify:track:75HnDKDqsmEzdOKFWe5FZS,67,Nathy Peluso,1.0,Nathy Peluso,spotify:artist:3VHAySZQPlfGlNLslzXYpN,rap latina,https://i.scdn.co/image/ab6761610000e5eb7ca7110b14a67b44746a8713,0,VIVIR ASÍ ES MORIR DE AMOR,2021-12-10,1.0,https://i.scdn.co/image/ab67616d0000b273add9c3004bd90375b28696a2,Sony Music Entertainment,24,52,18,428590,2022-04-14,0.62,0.8029999999999999,5.0,0.0,-5.5139999999999985,0.0536,0.0881,0.000155,0.1,0.7170000000000001,102.0,257380.0,Argentina,South America,Spanish,0
26,spotify:track:3XjN0mvFkQp1FMVM9Ro5hm,70,Daddy Yankee,1.0,Daddy Yankee,spotify:artist:4VMYDCV2IEDYJArk749S6m,trap latino,https://i.scdn.co/image/ab6761610000e5eb2204cb5a314573e202f20f8d,0,RUMBATÓN,2022-03-25,19.0,https://i.scdn.co/image/ab67616d0000b27342b84b2b0aa47bc162b29522,Republic Records,56,65,3,417719,2022-04-14,0.685,0.909,3.0,0.0,-4.034,0.0396,0.0471,0.0,0.35,0.922,95.004,248769.0,Argentina,South America,Spanish,0
27,spotify:track:5jW3rF4URMdK7tO2xjS5EI,73,Paulo Londra,1.0,Paulo Londra,spotify:artist:3vQ0GE3mI0dAaxIMYe5g7z,trap latino,https://i.scdn.co/image/ab6761610000e5ebf796a976c5597baf6f7b786c,0,Tal Vez,2019-05-23,18.0,https://i.scdn.co/image/ab67616d0000b273cf7e54f668d6a31dd6566f24,WEA Latina,1,71,126,410708,2022-04-14,0.855,0.649,8.0,1.0,-2.443,0.151,0.25,0.0,0.0801,0.741,161.986,263899.0,Argentina,South America,Spanish,0
28,spotify:track:1Hv5uEwnI5UQEFvHWJaL3T,77,EL NOBA,1.0,EL NOBA,spotify:artist:5MVcNHzaXuOnZSrOav2Kav,cumbia 420,https://i.scdn.co/image/ab6761610000e5eb515efcb95193dfc674d158a9,0,Tamo Chelo,2021-06-30,1.0,https://i.scdn.co/image/ab67616d0000b273aeeff53c542affcb0c529380,Kriterio Music,33,74,33,403333,2022-04-14,0.7929999999999999,0.659,11.0,0.0,-4.39,0.238,0.00564,0.0,0.106,0.7809999999999999,176.09400000000005,112507.0,Argentina,South America,Spanish,0
29,spotify:track:4bF2y8rR7GUjrd5LNEvej3,79,Ingratax,1.0,Ingratax,spotify:artist:62YF0FglEltB3CnVIjoko8,concurso de talentos argentino,https://i.scdn.co/image/ab6761610000e5eb6979a78a6075922ae5b6cdcb,0,París,2021-07-09,1.0,https://i.scdn.co/image/ab67616d0000b273f29ea74e682a0d554be4218b,Room28,13,79,38,399384,2022-04-14,0.57,0.455,1.0,0.0,-5.7479999999999976,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429.0,Argentina,South America,Spanish,0
30,spotify:track:2qBirMakpTdz9ymxrZEyzg,81,Luis Alberto Spinetta,1.0,Luis Alberto Spinetta,spotify:artist:1MuQ2m2tg7naeRGAOxYZer,argentine indie,https://i.scdn.co/image/ab6761610000e5ebe1988a1a730ae50728967a16,0,Seguir Viviendo Sin Tu Amor,1991-01-01,15.0,https://i.scdn.co/image/ab67616d0000b273217ce66ac32c161c7516228c,EMI Argentina,75,80,221,397586,2022-04-14,0.679,0.368,11.0,0.0,-15.449000000000002,0.0251,0.6890000000000001,1.02e-05,0.28,0.736,104.931,160867.0,Argentina,South America,Spanish,0
31,spotify:track:2ONADYjJvqYVwjWavuY0H1,82,WOS,1.0,WOS,spotify:artist:5YCc6xS5Gpj3EkaYGdjyNK,trap argentino,https://i.scdn.co/image/ab6761610000e5eb75e1511f68e988110962dd9c,0,ALMA DINAMITA,2020-05-21,4.0,https://i.scdn.co/image/ab67616d0000b273e5da9e27a282f909ea8c6210,DOGUITO Records / DALE PLAY Records,28,168,21,396272,2022-04-14,0.451,0.8,11.0,0.0,-4.75,0.159,0.21,0.0,0.375,0.247,103.314,173913.0,Argentina,South America,Spanish,0
32,spotify:track:7hiAGGyiLaLBTVroaE08hx,83,Jona Mix,1.0,Jona Mix,spotify:artist:766vvKS4M2b7XuaEzfkCs8,cumbia 420,https://i.scdn.co/image/ab6761610000e5eb3d3b1a8b0e3c646e6eadbfb3,0,Cosas Malas - Remix,2021-06-11,1.0,https://i.scdn.co/image/ab67616d0000b2734eb5defedd7fe481eb3b28bd,JonaMix,36,81,26,394305,2022-04-14,0.713,0.62,1.0,1.0,-7.273,0.111,0.0909,0.0,0.255,0.939,102.021,179308.0,Argentina,South America,Spanish,0
33,spotify:track:2ttUrgPFiyWOHxbauXSVRo,84,Natalie Perez,1.0,Natalie Perez,spotify:artist:1Y99HOeRzRc27my6NJE3rE,pop argentino,https://i.scdn.co/image/ab6761610000e5eb6e04925a063ef5bc168e9344,0,Detox,2020-11-04,8.0,https://i.scdn.co/image/ab67616d0000b2734e5e28695a69c77b77e021ca,Natalie Perez,66,91,31,392266,2022-04-14,0.851,0.84,9.0,0.0,-3.4530000000000003,0.071,0.376,0.0,0.321,0.703,92.01,167639.0,Argentina,South America,Spanish,0
34,spotify:track:79pz16ngfYU2iZV0dvj3QU,85,La K'onga,1.0,La K'onga,spotify:artist:3ghRXw2nUEH2THaL82hw8R,cuarteto,https://i.scdn.co/image/ab6761610000e5eb951872d2fc5bc8de4d00cb26,0,Te perdiste mi amor,2013-12-30,13.0,https://i.scdn.co/image/ab67616d0000b2739d0252ddcf8e7e94b975d528,Leader Music,71,93,17,391146,2022-04-14,0.6559999999999999,0.889,1.0,1.0,-4.515,0.103,0.556,0.0,0.332,0.852,149.99200000000005,192507.0,Argentina,South America,Spanish,0
35,spotify:track:2FYGZDfsAnNsrm1gVbyKnG,86,ROSALÍA,1.0,ROSALÍA,spotify:artist:7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,https://i.scdn.co/image/ab6761610000e5ebd7bb678bef6d2f26110cae49,0,SAOKO,2022-03-18,16.0,https://i.scdn.co/image/ab67616d0000b2730c179967a265de0fc76382fe,Columbia,81,86,8,384584,2022-04-14,0.8270000000000001,0.768,0.0,1.0,-5.702000000000001,0.265,0.79,2.45e-05,0.4970000000000001,0.7340000000000001,99.988,137533.0,Argentina,South America,Spanish,0
36,spotify:track:4HzqWEdAbzcVFDv0pvxV4w,89,Maluma,1.0,Maluma,spotify:artist:1r4hJ1h58CWwUQe3MxPuau,trap latino,https://i.scdn.co/image/ab6761610000e5eb96a9faf8f7ec1da103c63985,0,Sobrio,2021-07-08,1.0,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27,Sony Music Latin,22,88,40,381405,2022-04-14,0.762,0.77,5.0,1.0,-2.758,0.223,0.138,0.0,0.15,0.631,177.998,201181.0,Argentina,South America,Spanish,0
37,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,90,Natalia Lafourcade,1.0,Natalia Lafourcade,spotify:artist:1hcdI2N1023RvSwLzTtdsp,latin pop,https://i.scdn.co/image/ab6761610000e5eb00d55232d7308bcad3108e42,0,Hasta la Raíz,2015-11-13,17.0,https://i.scdn.co/image/ab67616d0000b273bd4c237c04735257dd64c510,RCA Records Label,66,77,23,374984,2022-04-14,0.585,0.643,3.0,1.0,-8.392000000000001,0.0395,0.201,0.000306,0.14400000000000002,0.5920000000000001,152.98,221800.0,Argentina,South America,Spanish,0
38,spotify:track:4kELKaXaNP4EQR8Q8xNIID,94,Trueno,1.0,Trueno,spotify:artist:2x7PC78TmgqpEIjaGAZ0Oz,argentine hip hop,https://i.scdn.co/image/ab6761610000e5eb18af5b851999c50e3b7b1cb4,0,FEEL ME??,2021-09-09,1.0,https://i.scdn.co/image/ab67616d0000b27385de3ee7edaa01757845dc6a,©️ Ⓟ 2021 Sur Capital Records ™️ ( por Tierra Agencia SRL ),9,89,31,362819,2022-04-14,0.738,0.579,10.0,0.0,-5.88,0.0447,0.399,0.0,0.266,0.531,123.082,187332.0,Argentina,South America,Spanish,0
39,spotify:track:2B4GHvToeLTOBB4QLzW3Ni,99,Farruko,1.0,Farruko,spotify:artist:329e4yvIujISKGKz1BZZbO,trap latino,https://i.scdn.co/image/ab6761610000e5eb53029f0f3a0a4b216b9f5df7,0,Pepas,2021-10-01,25.0,https://i.scdn.co/image/ab67616d0000b273f1bd89fe6542ac73b8555f73,Sony Music Latin,3,94,38,353856,2022-04-14,0.762,0.7659999999999999,7.0,1.0,-3.955,0.0343,0.007759999999999999,6.979999999999999e-05,0.128,0.442,130.001,287120.0,Argentina,South America,Spanish,0
40,spotify:track:3hNKWD8kkxOEJ7K90PjWri,101,WOS,1.0,WOS,spotify:artist:5YCc6xS5Gpj3EkaYGdjyNK,argentine indie,https://i.scdn.co/image/ab6761610000e5eb75e1511f68e988110962dd9c,0,ANDRÓMEDA,2018-10-04,1.0,https://i.scdn.co/image/ab67616d0000b273bce4987b67938a0a00cdd853,PICANTE,54,-1,45,351387,2022-04-14,0.6659999999999999,0.836,1.0,1.0,-5.067,0.123,0.239,0.000229,0.119,0.3,97.092,171476.0,Argentina,South America,Spanish,0
41,spotify:track:1DFDbSWdESvzWHHAe6BCQ3,106,La Delio Valdez,1.0,La Delio Valdez,spotify:artist:3tzacGOmngxUV8W8lU9h3Q,cumbia,https://i.scdn.co/image/ab6761610000e5ebd7302cafe80d9cff743f49e3,0,Inocente,2018-06-08,11.0,https://i.scdn.co/image/ab67616d0000b273b37a104320a3828707c11182,Independent,77,115,65,337985,2022-04-14,0.606,0.7040000000000001,10.0,0.0,-3.2030000000000003,0.0285,0.391,0.0,0.109,0.6659999999999999,91.478,310296.0,Argentina,South America,Spanish,0
42,spotify:track:6UelLqGlWMcVH1E5c4H7lY,110,Harry Styles,1.0,Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,pop,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,0,Watermelon Sugar,2019-12-13,12.0,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,Columbia,17,101,109,329893,2022-04-14,0.5479999999999999,0.816,0.0,1.0,-4.209,0.0465,0.122,0.0,0.335,0.557,95.39,174000.0,Argentina,South America,Spanish,0
43,spotify:track:3E8xyYdIPpiH2wNEozE68I,113,Standly,1.0,Standly,spotify:artist:0rjms710nwQTdrQheXHJfz,urbano chileno,https://i.scdn.co/image/ab6761610000e5eb4099b8753f21bef39fe86ba2,0,Pégate,2022-01-03,1.0,https://i.scdn.co/image/ab67616d0000b2737469f765300c2f39487cb2cc,Standly,113,125,4,325881,2022-04-14,0.83,0.818,7.0,1.0,-5.0280000000000005,0.0552,0.306,0.0,0.0906,0.828,98.008,186097.0,Argentina,South America,Spanish,0
44,spotify:track:10zSgbysU2KyVTrcRmtu62,114,Airbag,1.0,Airbag,spotify:artist:1wKDGglKV4FsFS85r2Dmpr,argentine rock,https://i.scdn.co/image/ab6761610000e5eb7111b2876af6e3d2df1b667e,0,Por Mil Noches,2013-11-27,15.0,https://i.scdn.co/image/ab67616d0000b27398f2e41c3e293608d75b5191,Airbag,69,113,117,324785,2022-04-14,0.5539999999999999,0.672,1.0,0.0,-7.489,0.0291,0.0169,5.42e-05,0.18600000000000005,0.285,111.963,283884.0,Argentina,South America,Spanish,0
45,spotify:track:5gflgO9EPbIBf16n5TKnQS,115,Zion & Lennox,1.0,Zion & Lennox,spotify:artist:21451j1KhjAiaYKflxBjr1,trap latino,https://i.scdn.co/image/ab6761610000e5ebe6cd34548bf23eb55ca44615,0,Yo Voy (feat. Daddy Yankee),2004-05-04,18.0,https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac,Baby Records Inc,102,104,7,322927,2022-04-14,0.8079999999999999,0.6970000000000001,10.0,1.0,-5.899,0.241,0.041,0.0,0.0546,0.5539999999999999,95.06,232020.0,Argentina,South America,Spanish,0
46,spotify:track:0ZAJ660VP57lLK4U7NlGOy,116,Intoxicados,1.0,Intoxicados,spotify:artist:4VgvR7eu3k2T20mo6mXhXF,rock en espanol,https://i.scdn.co/image/ab6761610000e5eb47f935f610fbbb66c8b549ff,0,Nunca quise,2005,15.0,https://i.scdn.co/image/ab67616d0000b273cdd8ead7c7be9879e30e7cb0,Pop Art,68,108,272,322065,2022-04-14,0.7090000000000001,0.787,9.0,1.0,-6.3,0.0279,0.0891,0.0,0.149,0.8740000000000001,118.001,260371.0,Argentina,South America,Spanish,0
47,spotify:track:1FlL8ycld6uVDDyhV7P5FA,117,Rauw Alejandro,1.0,Rauw Alejandro,spotify:artist:1mcTU81TzQhprhouKaTkpq,trap latino,https://i.scdn.co/image/ab6761610000e5eb754fd19c86184acc854b79a6,0,Cúrame,2021-12-10,14.0,https://i.scdn.co/image/ab67616d0000b273d9525f27b0a9e25b1fa21230,Sony Music Latin/Duars Entertainment,9,107,38,319485,2022-04-14,0.765,0.625,9.0,0.0,-3.599,0.0548,0.584,0.00111,0.112,0.262,102.101,164706.0,Argentina,South America,Spanish,0
